id,text,modText,tokens,sentiment
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Public investment is essential to our future economic prosperity. Therefore, we are announcing the largest ever capital expenditure programme to digitalise public services, expand clean energy, electrify, upgrade infrastructure, and create new green and open spaces. - RA",public invest essenti futur econom prosper therefor announc largest ever capit expenditur programm digitalis public servic expand clean energi electrifi upgrad infrastructur creat green open space,"['public', 'invest', 'essenti', 'futur', 'econom', 'prosper', 'therefor', 'announc', 'largest', 'ever', 'capit', 'expenditur', 'programm', 'digitalis', 'public', 'servic', 'expand', 'clean', 'energi', 'electrifi', 'upgrad', 'infrastructur', 'creat', 'green', 'open', 'space']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"To facilitate the digital and green transition, we will double cash grants to firms carrying out such investments and grant tax credits of up to 20% to Gozo-based firms and start-ups. Tax credits for firms who reinvest their earnings will also double. - RA",facilit digit green transit doubl cash grant firm carri invest grant credit gozo base firm start credit firm reinvest earn also doubl,"['facilit', 'digit', 'green', 'transit', 'doubl', 'cash', 'grant', 'firm', 'carri', 'invest', 'grant', 'credit', 'gozo', 'base', 'firm', 'start', 'credit', 'firm', 'reinvest', 'earn', 'also', 'doubl']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"While maintaining public debt below 60%, we will continue to reward those who work, by improving the tapering of benefits, extend the in-work benefit, issue once again the tax refund cheques, and increase the tax exemption for pensioners who work by another 20%. - RA",maintain public debt continu reward work improv taper benefit extend work benefit issu refund chequ increas exempt pension work anoth,"['maintain', 'public', 'debt', 'continu', 'reward', 'work', 'improv', 'taper', 'benefit', 'extend', 'work', 'benefit', 'issu', 'refund', 'chequ', 'increas', 'exempt', 'pension', 'work', 'anoth']",1
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Building on existing schemes, including the incentives introduced last year for UCA and vacant properties, from this year those who get a home loan to purchase their first property will be given €10,000 over ten years to help with their loan repayments. - RA",build exist scheme includ incent introduc last year vacant properti year home loan purchas first properti given year help loan repay,"['build', 'exist', 'scheme', 'includ', 'incent', 'introduc', 'last', 'year', 'vacant', 'properti', 'year', 'home', 'loan', 'purchas', 'first', 'properti', 'given', 'year', 'help', 'loan', 'repay']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Carers need all the support we can give. The carers grant will rise from €500 to €4500, they will get better entitlement to social security benefits, tax credits when they spend money on therapies for their children and the introduction of personal assistants. – RA",carer need support give carer grant rise better entitl social secur benefit credit spend money therapi children introduct person assist,"['carer', 'need', 'support', 'give', 'carer', 'grant', 'rise', 'better', 'entitl', 'social', 'secur', 'benefit', 'credit', 'spend', 'money', 'therapi', 'children', 'introduct', 'person', 'assist']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"We are introducing a children’s guarantee to support families. This year, amongst other measures, we will increase children’s allowances and tax credits for those who send children to extracurricular activities and provide a laptop to children starting secondary school. - RA",introduc children guarante support famili year amongst measur increas children allow credit send children extracurricular activ provid laptop children start secondari school,"['introduc', 'children', 'guarante', 'support', 'famili', 'year', 'amongst', 'measur', 'increas', 'children', 'allow', 'credit', 'send', 'children', 'extracurricular', 'activ', 'provid', 'laptop', 'children', 'start', 'secondari', 'school']",1
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Going forward whenever inflation exceeds normal rates, lower income earners will be benefitting from an income boost of at least €100 on top of COLA, with the amount increasing according to their particular circumstances. - RA",go forward whenev inflat exce normal rate lower incom earner benefit incom boost least cola amount increas accord particular circumst,"['go', 'forward', 'whenev', 'inflat', 'exce', 'normal', 'rate', 'lower', 'incom', 'earner', 'benefit', 'incom', 'boost', 'least', 'cola', 'amount', 'increas', 'accord', 'particular', 'circumst']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Pensioners will benefit from the largest ever increase, leaving them better off by at least €650, with many on the lowest pensions, such as widows, benefitting around €830. - RA",pension benefit largest ever increas leav better least mani lowest pension widow benefit around,"['pension', 'benefit', 'largest', 'ever', 'increas', 'leav', 'better', 'least', 'mani', 'lowest', 'pension', 'widow', 'benefit', 'around']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Over two years, this administration will have spent one billion euro to guarantee stable energy and fuel prices for families and businesses, halving potential inflation and saving the average family about €2,000 per year. - RA",year administr spent billion euro guarante stabl energi fuel price famili busi halv potenti inflat save averag famili year,"['year', 'administr', 'spent', 'billion', 'euro', 'guarante', 'stabl', 'energi', 'fuel', 'price', 'famili', 'busi', 'halv', 'potenti', 'inflat', 'save', 'averag', 'famili', 'year']",1
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,MALTA Ċertezza u Stabbiltà: The budget which we will be putting forward this evening is one with a vision for a sustainable future that addresses today’s realities. - RA https://t.co/PE3OKQjkhr,malta ertezza stabbilt budget put forward even vision sustain futur address today realiti,"['malta', 'ertezza', 'stabbilt', 'budget', 'put', 'forward', 'even', 'vision', 'sustain', 'futur', 'address', 'today', 'realiti']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"Congratulations to @GiorgiaMeloni on her appointment as Prime Minister of #Italy. I look forward to continued cooperation between our two countries, on both a bilateral and multilateral level, in a spirit of shared priorities and values. - RA",congratul appoint prime minist #itali look forward continu cooper countri bilater multilater level spirit share prioriti valu,"['congratul', 'appoint', 'prime', 'minist', '#', 'itali', 'look', 'forward', 'continu', 'cooper', 'countri', 'bilater', 'multilater', 'level', 'spirit', 'share', 'prioriti', 'valu']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,At #EUCO we bid farewell to a great friend. Thank you Mario Draghi for your cooperation and your service to a more social Europe 🇪🇺. - RA https://t.co/Lu2nPb4UCc,#euco farewel great friend thank mario draghi cooper servic social europ,"['#', 'euco', 'farewel', 'great', 'friend', 'thank', 'mario', 'draghi', 'cooper', 'servic', 'social', 'europ']",0
DFD035A3-9B62-ED11-B67D-D85ED3AE4DFE,"#EUCO #energy discussions concluded. The #EU has sent the right signal, addressing the exorbitant gas prices. @MaltaGov’s proactive approach to assist &amp; protect the livelihoods of our citizens &amp; provide stability for our businesses has been echoed by EUCO. - RA",#euco #energi discuss conclud sent right signal address exorbit price proactiv approach assist protect livelihood citizen provid stabil busi echo euco,"['#', 'euco', '#', 'energi', 'discuss', 'conclud', 'sent', 'right', 'signal', 'address', 'exorbit', 'price', 'proactiv', 'approach', 'assist', 'protect', 'livelihood', 'citizen', 'provid', 'stabil', 'busi', 'echo', 'euco']",1
F6D65BC0-9D62-ED11-B67D-D85ED3AE4DFE,RT @ESPNF1: Somebody put the Top Gun theme tune over Charles Leclerc's sunset lap in Austin and it's absolutely perfect 😍 https://t.co/Jgtq…,somebodi theme tune charl leclerc sunset austin absolut perfect,"['somebodi', 'theme', 'tune', 'charl', 'leclerc', 'sunset', 'austin', 'absolut', 'perfect']",0
F6D65BC0-9D62-ED11-B67D-D85ED3AE4DFE,Legend. https://t.co/EOGKmhKohk,legend,['legend'],1
DBCEE0EF-9D62-ED11-B67D-D85ED3AE4DFE,Great to have grid girls back! @F1 https://t.co/EKSlvAarDK,great grid girl back,"['great', 'grid', 'girl', 'back']",1
DBCEE0EF-9D62-ED11-B67D-D85ED3AE4DFE,"Legend! When in doubt, flat out! https://t.co/6QKcy0164q",legend doubt flat,"['legend', 'doubt', 'flat']",1
70CBBF4A-9E62-ED11-B67D-D85ED3AE4DFE,We cannot tackle climate change unless we save the great forests of the world and the natural splendours they contain. My piece with @IvanDuque https://t.co/yOgSWc43Ja #COP27 https://t.co/VPxNrdbTEe,cannot tackl climat chang unless save great forest world natur splendour contain piec #cop,"['can', 'not', 'tackl', 'climat', 'chang', 'unless', 'save', 'great', 'forest', 'world', 'natur', 'splendour', 'contain', 'piec', '#', 'cop']",1
70CBBF4A-9E62-ED11-B67D-D85ED3AE4DFE,This is a crucial moment to challenge cynicism on Net Zero. Time to help the world to power past hydrocarbons with new technology and green jobs #COP27 https://t.co/YxeqZNfpi5,crucial moment challeng cynic zero time help world power past hydrocarbon technolog green job #cop,"['crucial', 'moment', 'challeng', 'cynic', 'zero', 'time', 'help', 'world', 'power', 'past', 'hydrocarbon', 'technolog', 'green', 'job', '#', 'cop']",0
70CBBF4A-9E62-ED11-B67D-D85ED3AE4DFE,"I planted a cross at the Constituency Garden of Remembrance today. This week, we remember those who gave their lives for our freedom. We will never forget them, or those who continue to serve our country.
Do support @PoppyLegion by buying a poppy. #LestWeForget https://t.co/lqHhiKau9R",plant cross constitu garden remembr today week rememb gave live freedom never forget continu serv countri support buy poppi #lestweforget,"['plant', 'cross', 'constitu', 'garden', 'remembr', 'today', 'week', 'rememb', 'gave', 'live', 'freedom', 'never', 'forget', 'continu', 'serv', 'countri', 'support', 'buy', 'poppi', '#', 'lestweforget']",0
70CBBF4A-9E62-ED11-B67D-D85ED3AE4DFE,"Today I joined over one million Londoners in having my booster vaccine @HillingdonNHSFT. If you’re over 50 #GetBoostedNow

Also a great opportunity to get an update on plans for a #NewHillHosp which I'm proud to be supporting. More info on plans here: https://t.co/lFfDtk2stw https://t.co/jJkq1W1lY7",today join million london booster vaccin #getboostednow also great opportun updat plan #newhillhosp proud support info plan,"['today', 'join', 'million', 'london', 'booster', 'vaccin', '#', 'getboostednow', 'also', 'great', 'opportun', 'updat', 'plan', '#', 'newhillhosp', 'proud', 'support', 'info', 'plan']",0
70CBBF4A-9E62-ED11-B67D-D85ED3AE4DFE,"RT @HillingdonNHSFT: Delighted to welcome @BorisJohnson for a briefing on the #NewHillHosp and for a covid booster!

For more on the #NewHi…",delight welcom brief #newhillhosp covid booster #newhi,"['delight', 'welcom', 'brief', '#', 'newhillhosp', 'covid', 'booster', '#', 'newhi']",1
70CBBF4A-9E62-ED11-B67D-D85ED3AE4DFE,"Congratulations to @RishiSunak on this historic day, this is the moment for every Conservative to give our new PM their full and wholehearted support.",congratul histor moment everi conserv give full wholeheart support,"['congratul', 'histor', 'moment', 'everi', 'conserv', 'give', 'full', 'wholeheart', 'support']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"I will work with anyone on ideas to provide more breathing room for American families. And I will oppose any effort to undo my agenda or make inflation worse.

We are on the right path, and we need to keep moving forward to build an economy from the bottom up and the middle out.",work anyon idea provid breath room american famili oppos effort undo agenda make inflat wors right path need keep move forward build economi bottom middl,"['work', 'anyon', 'idea', 'provid', 'breath', 'room', 'american', 'famili', 'oppos', 'effort', 'undo', 'agenda', 'make', 'inflat', 'wors', 'right', 'path', 'need', 'keep', 'move', 'forward', 'build', 'economi', 'bottom', 'middl']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Our nation has a truly sacred obligation to prepare those we send into harm’s way, care for their families when they’re gone, and care for them and their families when they’re home. 

That’s a lifetime commitment the nation owes to every one of our veterans. https://t.co/d11FFcxeTd",nation truli sacr oblig prepar send harm care famili gone care famili home lifetim commit nation owe everi veteran,"['nation', 'truli', 'sacr', 'oblig', 'prepar', 'send', 'harm', 'care', 'famili', 'gone', 'care', 'famili', 'home', 'lifetim', 'commit', 'nation', 'owe', 'everi', 'veteran']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"I want to thank the young people of this nation who voted in historic numbers—again—just as you did 2 years ago.

You voted to continue addressing the climate crisis, gun violence, your personal rights and freedoms and student debt relief.

Thank you for making your voices heard.",want thank young peopl nation vote histor number year vote continu address climat crisi violenc person right freedom student debt relief thank make voic heard,"['want', 'thank', 'young', 'peopl', 'nation', 'vote', 'histor', 'number', 'year', 'vote', 'continu', 'address', 'climat', 'crisi', 'violenc', 'person', 'right', 'freedom', 'student', 'debt', 'relief', 'thank', 'make', 'voic', 'heard']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,LIVE: Tune in as I address the nation about the 2022 midterm elections. https://t.co/9vawWKMJgr,live tune address nation midterm elect,"['live', 'tune', 'address', 'nation', 'midterm', 'elect']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"In this midterm election, we lost fewer seats in the House than any Democratic president’s first midterm election in at least 40 years.",midterm elect lost fewer seat hous democrat presid first midterm elect least year,"['midterm', 'elect', 'lost', 'fewer', 'seat', 'hous', 'democrat', 'presid', 'first', 'midterm', 'elect', 'least', 'year']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,You heard the man. Pitch in for Rev. Warnock tonight! https://t.co/RsgbVSBH38,heard pitch warnock tonight,"['heard', 'pitch', 'warnock', 'tonight']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"I want to thank the young people of this nation who voted in historic numbers, just as they did two years ago.

They voted to continue addressing the climate crisis, gun violence, their personal rights and freedoms, and student debt relief.",want thank young peopl nation vote histor number year vote continu address climat crisi violenc person right freedom student debt relief,"['want', 'thank', 'young', 'peopl', 'nation', 'vote', 'histor', 'number', 'year', 'vote', 'continu', 'address', 'climat', 'crisi', 'violenc', 'person', 'right', 'freedom', 'student', 'debt', 'relief']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Yesterday was a good day for democracy and a good day for America.

Our democracy has been tested in recent years. But with their votes, the American people have spoken and proven once again: 

Democracy is who we are.",yesterday good democraci good america democraci test recent year vote american peopl spoken proven democraci,"['yesterday', 'good', 'democraci', 'good', 'america', 'democraci', 'test', 'recent', 'year', 'vote', 'american', 'peopl', 'spoken', 'proven', 'democraci']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"RT @POTUS: Just got off the phone with some of tonight’s winners — including some folks I saw on the road this year.

If you’re in line to…",phone tonight winner includ folk road year line,"['phone', 'tonight', 'winner', 'includ', 'folk', 'road', 'year', 'line']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"As polls begin to close in certain parts of the country, if you’re in line at your polling place before it closes—stay in line.

Make your voice heard.",poll begin close certain part countri line poll place close stay line make voic heard,"['poll', 'begin', 'close', 'certain', 'part', 'countri', 'line', 'poll', 'place', 'close', 'stay', 'line', 'make', 'voic', 'heard']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"There’s only a couple hours left until polls start to close. We don’t have a minute to waste.

Confirm your polling place at https://t.co/Hy8C4mIL2M and make your voice heard.",coupl hour left poll start close minut wast confirm poll place make voic heard,"['coupl', 'hour', 'left', 'poll', 'start', 'close', 'minut', 'wast', 'confirm', 'poll', 'place', 'make', 'voic', 'heard']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Social Security.
Medicare.
The right to choose.
It’s all on the ballot. This election is too important to sit out.",social secur medicar right choos ballot elect import,"['social', 'secur', 'medicar', 'right', 'choos', 'ballot', 'elect', 'import']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"We have a chance to build back our country in a way that’s better for everybody, Republicans want to take us backwards.

Confirm your polling location at https://t.co/Hy8C4n0lUk. https://t.co/0TAzZCyrOn",chanc build back countri better everybodi republican want take backward confirm poll locat,"['chanc', 'build', 'back', 'countri', 'better', 'everybodi', 'republican', 'want', 'take', 'backward', 'confirm', 'poll', 'locat']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"If you run into any issues while trying to cast your ballot, call the Voter Assistance Hotline at  (833) 336-8683. https://t.co/YwUOQVUnYo",issu tri cast ballot call voter assist hotlin,"['issu', 'tri', 'cast', 'ballot', 'call', 'voter', 'assist', 'hotlin']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"We need all hands on deck to elect Democrats. Head to https://t.co/5a2tKE0cix to help call voters in critical battleground states.

You can make the difference in the outcome of this election.",need hand deck elect democrat head help call voter critic battleground state make differ outcom elect,"['need', 'hand', 'deck', 'elect', 'democrat', 'head', 'help', 'call', 'voter', 'critic', 'battleground', 'state', 'make', 'differ', 'outcom', 'elect']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Do you know where to vote?

Go to https://t.co/Hy8C4mJiSk to confirm your polling location.",know vote confirm poll locat,"['know', 'vote', 'confirm', 'poll', 'locat']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Go vote. You can make a difference in this election. 

Confirm your polling location at https://t.co/Hy8C4n0lUk.",vote make differ elect confirm poll locat,"['vote', 'make', 'differ', 'elect', 'confirm', 'poll', 'locat']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Folks, today is the day.

If you haven’t voted yet, head to https://t.co/Hy8C4mJiSk to confirm your polling location. https://t.co/hf17ighbZ4",folk today vote head confirm poll locat,"['folk', 'today', 'vote', 'head', 'confirm', 'poll', 'locat']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Everything Democrats have fought so hard for is on the ballot. Ahead of Election Day, I’m in Maryland to discuss what’s at stake. Tune in now.
https://t.co/JmU6na1kvC",everyth democrat fought hard ballot ahead elect maryland discuss stake tune,"['everyth', 'democrat', 'fought', 'hard', 'ballot', 'ahead', 'elect', 'maryland', 'discuss', 'stake', 'tune']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Without a single Republican vote in Congress, congressional Democrats finally beat Big Pharma.
 
Out-of-pocket prescription drug costs for seniors on Medicare cannot be higher than $2,000 a year.",without singl republican vote congress congression democrat final beat pharma pocket prescript drug cost senior medicar cannot higher year,"['without', 'singl', 'republican', 'vote', 'congress', 'congression', 'democrat', 'final', 'beat', 'pharma', 'pocket', 'prescript', 'drug', 'cost', 'senior', 'medicar', 'can', 'not', 'higher', 'year']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Democrats will continue lowering every day costs like health care and prescription drugs, while Republicans will raise prices.

Make your Election Day voting plan at https://t.co/Hy8C4n0lUk today. https://t.co/t2mPXcVozB",democrat continu lower everi cost like health care prescript drug republican rais price make elect vote plan today,"['democrat', 'continu', 'lower', 'everi', 'cost', 'like', 'health', 'care', 'prescript', 'drug', 'republican', 'rais', 'price', 'make', 'elect', 'vote', 'plan', 'today']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Want to help Democrats win up and down the ballot tomorrow? Help make calls to voters before Election Day!

One conversation can make all the difference.
https://t.co/7ujqdXmbmf",want help democrat ballot tomorrow help make call voter elect convers make differ,"['want', 'help', 'democrat', 'ballot', 'tomorrow', 'help', 'make', 'call', 'voter', 'elect', 'convers', 'make', 'differ']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,".@KathyHochul gets things done. 

New York, make your plan to vote tomorrow at https://t.co/Hy8C4mIL2M. https://t.co/GZorpOkwGK",get thing done york make plan vote tomorrow,"['get', 'thing', 'done', 'york', 'make', 'plan', 'vote', 'tomorrow']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Election Day is tomorrow, folks. Confirm your polling location at https://t.co/Hy8C4mJiSk. https://t.co/sZxcdtJ72g",elect tomorrow folk confirm poll locat,"['elect', 'tomorrow', 'folk', 'confirm', 'poll', 'locat']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,Take it from me and my friend @BarackObama: VOTE! https://t.co/vagNpBYFgg,take friend vote,"['take', 'friend', 'vote']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Republicans in Congress have already introduced legislation to ban the right to choose nationwide, but if we elect more Senate Democrats and keep control of the House, we will codify Roe v. Wade as the law of the land.",republican congress alreadi introduc legisl right choos nationwid elect senat democrat keep control hous codifi wade land,"['republican', 'congress', 'alreadi', 'introduc', 'legisl', 'right', 'choos', 'nationwid', 'elect', 'senat', 'democrat', 'keep', 'control', 'hous', 'codifi', 'wade', 'land']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Earlier this month, we helped lower the cost of hearing aids. We made them available over the counter, which could save up to $3,000 a pair for millions of Americans with hearing loss.",earlier month help lower cost hear aid made avail counter could save pair million american hear loss,"['earlier', 'month', 'help', 'lower', 'cost', 'hear', 'aid', 'made', 'avail', 'counter', 'could', 'save', 'pair', 'million', 'american', 'hear', 'loss']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"When I think of character, I think of @JohnFetterman.
When I think of courage, I think of @JoshShapiroPA.
Let’s get them elected.

Lock in your plan to vote at https://t.co/Hy8C4mIL2M before November 8. https://t.co/6K8malpHHX",think charact think think courag think elect lock plan vote novemb,"['think', 'charact', 'think', 'think', 'courag', 'think', 'elect', 'lock', 'plan', 'vote', 'novemb']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"LIVE: I’m in Westchester County, New York, getting out the vote for Democrats right before Election Day. With two days left, there is so much at stake. Tune in.
https://t.co/4HGhTLruKX",live westchest counti york get vote democrat right elect day left much stake tune,"['live', 'westchest', 'counti', 'york', 'get', 'vote', 'democrat', 'right', 'elect', 'day', 'left', 'much', 'stake', 'tune']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"As we enter the final days of this midterm election, remember the power to shape America is in your hands. 

Head to https://t.co/Hy8C4mIL2M to make your plan to vote. https://t.co/Z2NpXdGMlC",enter final day midterm elect rememb power shape america hand head make plan vote,"['enter', 'final', 'day', 'midterm', 'elect', 'rememb', 'power', 'shape', 'america', 'hand', 'head', 'make', 'plan', 'vote']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,It's good to get out the vote with @BarackObama in Philadelphia a few days before this critical election. https://t.co/FUWrTHf9x4,good vote philadelphia day critic elect,"['good', 'vote', 'philadelphia', 'day', 'critic', 'elect']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,Everything is at stake in these next 2 days. Make a plan to vote now: https://t.co/Hy8C4mIL2M,everyth stake next day make plan vote,"['everyth', 'stake', 'next', 'day', 'make', 'plan', 'vote']",1
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,Social Security and Medicare are on the ballot. https://t.co/dqY0Oi7qdK,social secur medicar ballot,"['social', 'secur', 'medicar', 'ballot']",0
1DB29AD5-A062-ED11-B67D-D85ED3AE4DFE,"Pennsylvania, you have the power to make @JohnFetterman your next United States senator and @JoshShapiroPA your next governor. 

There’s so much on the ballot. Make a plan to vote now: https://t.co/Hy8C4mIL2M. https://t.co/rTOET4VvKF",pennsylvania power make next unit state senat next governor much ballot make plan vote,"['pennsylvania', 'power', 'make', 'next', 'unit', 'state', 'senat', 'next', 'governor', 'much', 'ballot', 'make', 'plan', 'vote']",1
